datetime,C/A,Unit,SCP,Station,Line Name,Division,Description,Entries,Exits,EntVal,ExtVal,Valid
3/17/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95209,45441,29,47,1
3/18/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95226,45456,17,15,1
3/18/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95228,45468,2,12,1
3/18/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95240,45474,12,6,1
3/18/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95270,45490,30,16,1
3/18/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95297,45505,27,15,1
3/18/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95322,45526,25,21,1
3/19/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95334,45539,12,13,1
3/19/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95338,45550,4,11,1
3/19/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95636,45570,298,20,1
3/19/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95811,45595,175,25,1
3/19/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95852,45646,41,51,1
3/19/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95896,45779,44,133,1
3/20/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95908,45804,12,25,1
3/20/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95912,45811,4,7,1
3/20/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96232,45828,320,17,1
3/20/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96418,45853,186,25,1
3/20/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96482,45895,64,42,1
3/20/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96528,46022,46,127,1
3/21/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96539,46063,11,41,1
3/21/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96543,46068,4,5,1
3/21/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96703,46079,160,11,1
3/21/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96764,46089,61,10,1
3/21/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96787,46143,23,54,1
3/21/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96808,46193,21,50,1
3/22/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96821,46208,13,15,1
3/22/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,96827,46217,6,9,1
3/22/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97073,46226,246,9,1
3/22/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97214,46246,141,20,1
3/22/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97261,46279,47,33,1
3/22/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97309,46391,48,112,1
3/23/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97321,46425,12,34,1
3/23/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97324,46437,3,12,1
3/23/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97596,46455,272,18,1
3/23/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97775,46476,179,21,1
3/23/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97827,46538,52,62,1
3/23/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97885,46667,58,129,1
3/24/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97911,46701,26,34,1
3/24/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97913,46713,2,12,1
3/24/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97942,46716,29,3,1
3/24/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,97986,46735,44,19,1
3/24/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98019,46756,33,21,1
3/24/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98038,46795,19,39,1
3/25/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98049,46821,11,26,1
3/25/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98053,46830,4,9,1
3/25/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98065,46836,12,6,1
3/25/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98090,46845,25,9,1
3/25/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98112,46859,22,14,1
3/25/2018 20:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98130,46889,18,30,1
3/26/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,98135,46907,5,18,1
